query,report,institute,category,label
kekerasan,"lapor pak , saya mau menanyakan masalah kekerasan pada anak . kemana saya harus melapor ?",Pemerintah Provinsi Riau,  Permintaan Informasi,Crime
kekerasan,"kepada yang terhormat . pemerintah provinsi dki jakarta , maraknya kekerasan wanita dan anak tidak lepas dari adanya tayangan tv dan mudahnya akses internet . di lingkungan sebelah selatan smp 202 pondok bambu ada warga yang membuka warnet kadang sampai dinihari , pelanggannya anak2 remaja smp tanpa pengawasan pengelola maupun pengurus rt . 016/06 . hal ini sangat meresahkan warga sekitar . mohon dinas terkait untuk menindaklanjutinya , terima kasih .",Kantor Walikota Jakarta Timur,  Lingkungan Hidup,Crime
kekerasan,"assalamualaikum , mengikuti arahan dari bnp2tki bahwa kami dianjurkan utnuk mengadukan lagi ke kemenlu perihal pengaduan kami ke bnp2tki padahal saya sudah pernah mengadukan hal yang sama ke kemenlu pada tanggal 13 maret 2014 namun sampai saat ini belum ada tanggapan dari kemenlu . saya adalah keluarga dari tki a.n . sdri . kurnia binti muhdor yang sudah bekerja di saudi arabia sejak akhir 2007 sampai sekarang belum juga pulang ke tanah air . beberapa waktu yang lalu saya menanyakan perihal laporan keluarga kami ke pihak bnp2tki perihal informasi sdri . kurnia binti muhdor , jawaban yang kami terima ialah bahwa kbri menjawab surat dari bnp2tki dan menjelaskan bahwa anggota keluarga kami dalam hal ini tki yang bersangkutan dalam keadaan baik-baik saja dan akan dipulangkan oleh majikanya , namun setelah menunggu 1 tahun lebih setelah laporan terakhir saya tki belum juga dipulangkan dan berdasarkan keterangan temannya yang satu pekerjaan dengan sdri . kurnia , kami melihat adanya indikasi intimidasi dan kekerasan psikologis oleh majikannya yang bernama galiyah said almaliki terhadap tki . kami mohon kepada kedutaan atau kbri di saudi arabia supaya bisa memulangkan keluarga kami dengan selamat dan segera . kami sekeluarga berharap mendapat balasan dari email ini sesegera mungkin . terima kasih , wassalam . berikut saya lampirkan , capture email antara saya dan kumha dan tanda terima laporan pertama saya ke kemenlu .",Badan Pelindungan Pekerja Migran Indonesia,  Buruh Migran,Crime
kekerasan,"tolong untuk pihak terkait , tiap hari sekitar jam 06.30 ada anak kecil kira-kira usia 3 tahun disuruh jualan koran dan sering dipukuli sama orang tuanya yang menunggu di depan mebel diana jalan dr. cipto perempatan milo . kasihan anak kecil itu , mohon dipantau . konfirmasi pelapor : kadang berpindah di perempatan jalan kartini",Dinas Sosial Kota Semarang,  Pemberdayaan Masyarakat,Crime
kekerasan,"saya pns , sekeluarga menggunakan askes . saat ini istri saya dirawat di rskd , diinfus , akibat pemukulan acak di jalanan . diagnosa lisan : pingsan akibat benturan di kepala . oleh pihak rumah sakit saya disuruh menjadi pasien umum karena katanya kekerasan tidak masuk dalam jaminan bpjs kesehatan . benarkah demikian ? istri saya tidak ingin terbuka kepada saya mengenai kejadian ini , sebab watak saya yang keras . saya hanya tahu bahwa pemukulan ini dilakukan oleh orang mabuk di poka ( jalan . ir . m. putuhena ) . oknum saya tidak tahu , tapi ipar saya bisa menjadi saksi .",BPJS Kesehatan KC Ambon,  FKRTL tidak memberikan layanan pada peserta BPJS Kesehatan,Crime
kekerasan,"bersama ini kami laporkan , sehubungan dengan terjadinya aksi kekerasan ( penembakan ) pada tanggal 15 maret 2016 , terhadap 4 karyawan pt . modern widya technical yang sedang mengerjakan pembangunan jalan di kampung agenggeng , distrik sinak , kabupaten puncak , papua yang mengakibatkan meninggalnya 3 orang karyawan tersebut . dengan telah terjadinya aksi kekerasan ( penembakan ) di distrik sinak , kabupaten puncak , papua , tanggal 15 maret 2016 tersebut , menjadi kesekian kalinya aksi kekerasan yang telah dialami anggota aki ( sebelumnya juga terjadi di pulau nias tahun 2008 yang mengakibatkan kontraktor harus hengkang tidak bisa menyelesaikan pekerjaannya akibat gangguan keamanan yang sangat parah di proyek tersebut ) , telah merusak komitmen bersama para stakeholder pembangunan infrastruktur di indonesia . anggota kami pt modern widya tehnical jelas-jelas sedang bekerja membangun infrastruktur di daerah pedalaman , dengan meninggalkan anak dan istri di kampung halaman asal mereka namun pada akhirnya mereka harus pulang tinggal nama , akibat ditembak harus meninggal oleh kelompok sipil bersenjata di kabupaten puncak , papua . kejadian ini sangat mengangetkan aki , disaat semua pihak dituntut berkomitmen penuh membangun infrastruktur , sementara ada pihak yang sengaja menganggu jalannya pembangunan di daerah . sekali lagi aki dan anggotanya tetap berkomitmen untuk membangun infrastruktur di manapun , namun kami butuh kepastian hukum dan keselamatan jiwa di tempat kami bekerja . untuk itu , mohon perlindungan kepada pemerintah atas keselamatan dan keamanan jiwa anggota aki yang bekerja di daerah rawan keamanan .",Kementerian Pekerjaan Umum dan Perumahan Rakyat,  Ketenagakerjaan,Crime
kekerasan,"saya mustangin ingin mempertanyakan permasalahan saya tentang e ktp . saya sebagai warga negara yang berusaha untuk tertib administrasi kenapa bahkan seolah di persulit . saya membuat melakukan perubahan data dari lajang menjadi menikah berikut istri saya . tapi sudah setahun belum jadi , tepat ketika istri saya hamil 7 bulan saya tanyakan kembali ke capil banjarnegara , jawaban mereka katanya datanya hilang . lalu saya dikasih surat untuk di berikan ke kecamatan susukan . disana jawabanya menyalahkan capil . akhirnya saya masih bersabar membuat proses dari awal lagi . 2 bulan kemudian saya datangi lagi ke kecamaptan akhirnya data diproses dan di situ tertulis ktp bisa di ambil tanggal 28 feb 2016. oke saya masih bersabar lagi . akhirnya saya kembali ke jakarta dengan harapan bisa saya ambil tanggal itu . tanggal 1 maret saya suruh adik saya untuk mengambil di kecapatan susukan tapi petugasnya bilang dia mau ke capil untuk ambil ktp yang sudah jadi dan adik saya disuruh datang lagi besoknya . keesokan harinya adik saya datang lagi dengan jawaban yang mengecewakan katanya ktp nya sudah diambil pegawai desa , akhirnya adik saya ke balai desa dan jawaban petugas desa kedawung mengejutkan karena mereka tidak pernah menggambil ktp saya dan istri saya . akhirnya barusan tanggal 7 maret 2016 adik dan paman saya ke kecamatan untuk menyampaikan bahwa di desa tidak ada ktpnya . pihak kecamatan bahkan menyuruh untuk membuat surat kehilangan dan membuat dari awal lagi . mohon untuk penjelasanya dikarenakan pajak kendaraan saya sudah terlambat berikut platnya mati jadi kebutuhan ktp sangat penting dan juga karena tugas istri saya di kementrian sosial sangat memerlukan ktp untuk bukti pendampingan korban tindak kekerasan ketika dia pergi keluar daerah . sudah setahun kami bersabar mohon saya hanya orang yang ingin tertib administrasi . mustangin",Kementerian Dalam Negeri,  Administrasi Kependudukan,Crime
kekerasan,"mohon kepada komisi perlindungan anak indodesia ditindak lanjuti kedaerah sibolga ? ? ? laporan orang tua murid atas nama : yasiduhu jendrato bahwa adanya kekerasan dalam pendidikan disekolah smp neg . 5 parombunan sibolga . nama : kurnia darma yanti jendrato kls xii-1smp neg . 5 parombunan sibolga telah dipukul berulang kali kakinya oleh oknum guru bernama pak bambang , sejak hari kamis , jumat , saptu hingga jatuh pingsan dan sakit , kakinya memar hingga tidak bisa jalan hingga kini dan telah dilapor kepolres sibolga sudah kurang lebih 2 minggu belum ada proses hukumnya dan titik hukum yang jelas pada pelaku , apa mungkin siguru kebal hukum , , , , , , mengingat : kekerasan dalam pendidikan sangat bertentangan dengan : 1. pasal 3 undang-undang republik indonesia nomor 20 tahun 2003 tentang sistem pendidikan nasional , “ fungsi pendidikan nasional untuk mengembangkan kemampuan dan membentuk watak serta peradaban bangsa yang bermartabat dalam rangka mencerdaskan kehidupan bangsa , bertujuan untuk berkembangnya potensi peserta didik agar menjadi manusia yang beriman dan bertakwa kepada tuhan yang maha esa , berakhlak mulia , sehat , berilmu , cakap , kreatif , mandiri , dan menjadi warga negara yang demokratis serta bertanggung jawab ” . 2. pasal 4 ayat 1 yang menyatakan bahwa pendidikan diselenggarakan secara demikratis dan berkeadilan serta tidak diskriminatif dengan menjunjung tinggi hak asasi manusia , nilai keagamaan , nilai kultural dan kemajemukkan bangsa ( uu sisdiknas ) 3. tentang kekerasan fisik , pada pasal 80 uu nomor 23 tahun 2002 tentang perlindungan anak dinyatakan sebagai berikut : ( 1 ) setiap orang yang melakukan kekejaman , kekerasan atau ancaman kekerasan , atau penganiayaan terhadap anak , dipidana dengan pidana penjara paling lama 3 ( tiga ) tahun 6 ( enam ) bulan dan/atau denda paling banyak rp 72.00.00,00 ( tujuh puluh dua juta rupiah ) . ( 2 ) dalam hal anak sebagaimana dimaksud dalam ayat ( 1 ) luka berat , maka pelaku dipidana dengan pidana penjara paling lama 5 ( lima ) tahun dan/atau denda paling banyak rp 100.00.00,00 ( seratus juta rupiah ) . ( 3 ) dalam hal anak sebagaimana dimaksud dalam ayat ( 2 ) mati , maka pelaku dipidana dengan pidana penjara paling lama 10 ( sepuluh ) tahun dan/atau denda paling banyak rp 200.00.00,00 ( dua ratus juta rupiah ) . ( 4 ) pidana ditambah sepertiga dari ketentuan sebagaimana dimaksud dalam ayat ( 1 ) , ayat ( 2 ) , dan ayat ( 3 ) apabila yang melakukan penganiayaan tersebut orang tuanya . ( uu perlindungan anak ) pasal 54 “ anak di dalam dan di lingkungan sekolah wajib dilindungi dari tindakan kekerasan yang dilakukan oleh guru , pengelola sekolah atau teman-temannya di dalam sekolah yang bersangkutan , atau lembaga pendidikan lainnya. ” tindakan kekerasan dengan bungkus pendidikan juga dapat mengakibatkan pelaku dikenai tindak pidana , sebagaimana disebutkan dalam pasal 80 uu . no . 23 tahun 2002. pasal 351 penganiayaan",Kementerian Sosial,  Topik Lainnya,Crime
kekerasan,"sebaiknya kpi harus lebih ketat dlm pengawasan penayangan hiburan ditelevisi dan lembaga sensor film tidak begitu mudah memberi ijin tayang sinema elektronik dan film yang ada unsur kekerasan , sikap kasar yang pantas ditonton apalagi oleh anak2 sehingga bisa membentuk jiwa yang radikal bagi mereka !",Lembaga Sensor Film,  Teknologi Informasi dan Komunikasi,Crime
kekerasan,"saya hendak melaporkan pelanggaran isi konten mengenai kepatutan iklan dari sebuah aplikasi android bernama babe ( baca berita ) . babe memperbarui konten untuk menarik pembaca dengan menampilak berita-berita berbau pornografi dan kekerasan seksual . hal ini sangat menganggu dan memprihatinkan . maka dari itu , mohon kementerian komunikasi dan informatika untuk mengontrol dan menindaklanjuti berbagai media berbasis online seperti babe . saya prihatin hal ini akan memberikan dampak negatif terhadap perkembangan anak-anak bangsa .",Direktorat Jenderal Aplikasi Informatika,  Teknologi Informasi dan Komunikasi,Crime
kekerasan,"mohon untuk meningkatkan pengamanan gangguan masyarakat di wilayah kota cirebon dan kabupaten cirebon karena maraknya kejahatan jalanan di wilayah tersebut terutama aksi anarkis dari geng motor dan pencurian dengan kekerasan / begal , kami mengharapkan terciptanya rasa aman dan hilangnya kekhawatiran atas aksi aksi kejahatan sebagaimana tersebut .",Polres Cirebon,  Kepolisian,Crime
kekerasan,"mohon sterilkan kawasan asia afrika dari pengamen yang terhormat : dinas sosial kota bandung saya mengeluhkan adanya pengamen yang berkeliaran di sekitar jalan asia afrika . masalahnya , mereka mengamen dengan memaksa pengunjung untuk memberikan uang . meskipun memaksanya tidak dengan kekerasan , tapi dengan mengacuhkan permohonan `` permisi '' dari pengunjung , hal ini sungguh sangat mengganggu . kejadian ini terjadi kemarin siang ketika saya dan teman saya sedang mengerjakan tugas membuat film pendek di sekitar museum kaa . ketika saya baru mulai syuting , datang seorang pengamen dengan tangan penuh tatto dan berpenampilan seperti preman . merasa terganggu , saya dan teman saya mengucapkan `` permisi '' berharap agar pengamen itu pergi . berkali kali kami ucapkan permisi , tidak membuat pengamen pergi . akhirnya , kami pun pergi ke tempat lain untuk mencari tempat yang lebih baik . sayangnya , sang pengamen bukan nya mengerti , tetapi dia mengejar saya dan teman-teman saya sambil meneriaki dan memaki - maki . untung ada satuan pengamanan yang sedang berjaga , sehingga kami merasa aman diam di dekat satuan pengamanan . dari cerita yang telah saya ceritakan tadi , saya ingin menyampaikan jika lebih baik , pengamen di sterilkan saja di daerah asia afrika . karena , dari apa yang telah terjadi antara saya dan teman saya , sungguh membuat kami takut dan tidak ingin pergi kesana . wilayah museum kaa adalah tempat wisata paling baik di bandung . sehingga , pengamen yang berkuasa di lingkungan jalan asia afrika , harus di sterilkan . jika tidak dapat di sterilkan , mohon untuk di tertibkan atau , diberikan penjagaan oleh satpol pulang pergi dan polisi seperti di sekitar alun alun bandung . karena , hal ini sangat mengganggu pengunjung . mohon ditindaklanjuti . terima kasih",Dinas Sosial dan Penanggulangan Kemiskinan Kota Bandung,  Keamanan dan Ketertiban Masyarakat,Crime
kekerasan,"kami melaporkan adanya kasus yang menimpa delapan ( 8 ) pekerja indonesia di luar negeri , yang bekerja sebagai anak buah kapal ( abk ) di kapal penangkap ikan berbendera china . mereka dipekerjakan di atas kapal longxing 621 , longxing 626 , dan longxing 627 di perairan internasional . negara/pelabuhan terdekat untuk kapal sandar adalah capek town , afrika selatan . kedelapan abk wni tersebut mengaku dipekerjakan secara tidak manusiawi . kerap dipukul , diludahi ketika sedang makan , kerja 18-20 jam perhari tanpa ada hari libur , sakit tidak diobati secara maksimal , tidak jelas kapan waktu sandar ke darat , dan ada indikasi pemalsuan dokumen buku pelaut . akibat dari hal tersebut diatas , para abk menghubungi pihak perusahaan pengirim di indonesia untuk minta dipulangkan ke indonesia , karena sudah tidak kuat lagi diperlakukan seperti hal tersebut diatas oleh kapten dan mandor di kapal yang berasal dari negara china . setelah para abk dipulangkan ke indonesia , mereka menyatakan telah dirugikan haknya oleh pihak perusahaan . adapun kerugian yang diderita oleh para abk diantaranya ; biaya tiket pesawat kepulangan dari capek town ke indonesia ditanggung oleh abk , uang jaminan sebesar 800 dollar amerika belum/tidak diberikan dan uang simpanan gaji sebesar 100 dollar perbulan juga belum/ tidak diberikan oleh pihak perusahaan . adapun alasan dari pihak perusahaan pengirim , yakni pt . lakemba perkasa bahari ( lpb ) menyatakan , bahwa para pekerja/abk dianggap telah melanggar perjanjian kerja/kontrak kerja yang sebelumnya telah disepakati antara pihak perusahaan dengan pihak pekerja , yakni selama dua ( 2 ) tahun . jadi , pihak perusahaan tidak dapat memberikan uang tersebut dan membiayai tiket pesawat kepulangan mereka ke indonesia . menanggapi pernyataan dari pihak perusahaan , para pekerja/abk menjawab , `` jika kami ( 8 orang ) dipekerjakan secara layak/manusiawi sesuai dengan jam kerja buruh pada umumnya dan tidak mendapatkan kekerasan fisik serta jaminan pengobatan jika sakit dan makanan yang higienis , kami tidak akan minta pulang . sudah kerja 20 jam sehari , kerap disiksa , diludahi , makan tidak layak , dan tidak ada hari libur . masa 13 bulan kerja , pulang tidak bawa uang bahkan dianggap punya hutang oleh pihak perusahaan ? . '' ujar para korban . para abk didampingi kuasa hukumnya telah mengadukan perkara ini kepada badan nasional penempatan dan perlindungan tenaga kerja indonesia ( bnp2tki ) dan kepada direktorat perlindungan warga negara indonesia dan badan hukum indonesia , kementrian luar negeri ( dit . pwni & bhi , kemlu ) . untuk diketahui , bahwa perkara ini tengah dalam proses mediasi di ruang crisis center bnp2tki . mediasi pertama sudah dilakukan dan belum menemukan titik temu/solusi . mediasi lanjutan akan digelar kembali pada hari senin , ( 3/11 ) di tempat yang sama ( cc bnp2tki ) . para korban berharap , semua instansi pemerintah terkait permasalahan ini bisa serius dalam menangani dan menyelesaikan sengketa ini . .",Badan Pelindungan Pekerja Migran Indonesia,  Ketenagakerjaan,Crime
kekerasan,"sebelah rumah saya usaha catering sudah 3 tahun lebih . status tanah bangunan sewa . tidak pernah minta ijin tetangga dan ilegal ( tidak ada ijin usaha ) . aktivitas bongkar muat , masak dlsb sangat mengganggu terutama pada jam istirahat malam antara jam 9 malam sd jam 5 pagi . saya sering tegur tapi mereka hanya pegawai saja , sementara pemiliknya tidak tinggal di situ . untuk mencegah kekerasan dan keributan karena saya emosi , pernah jam 1 malam saya panggil polisi dan kapolsek juga datang , tapi karena pemilik merasa dekat dengan aparat , kejadian ini terus berulang . surat yang saya kirim kepada satpol pulang pergi bandung juga tidak ada solusi nyata . karena staff satpol pulang pergi ketika saya datangi menyebut nama dan kenal dengan keluarga pengusaha tersebut",Satuan Polisi Pamong Praja Kota Bandung,  Reformasi Birokrasi dan Tata Kelola,Crime
kekerasan,"yang terhormat . pemerintah provinsi . dki jakarta lapor ! diharapkan perhatian dan tindaklanjutnya atas adanya indikasi perilaku semena-mena yang dilakukan oleh sejumlah oknum rt02/04 menteng dalam , jakarta selatan 12870 terhadap tamu warga pendatang/ kos2an dengan kekerasan dan merusak kendaraan tamu & anak kos . terima kasih",Biro Tata Pemerintahan,  Penyalahgunaan Wewenang,Crime
kekerasan,"yang terhormat . direktorat jenderal hak asasi manusia , pulihkan dan kembalikan kampung baru sidomukti – padang halaban pada masyarakat korban ktphs lebih dari 45 tahun yang lalu masyarakat korban yang terorganisir dalam ktphs mengalami beragam bentuk kekerasan baik penculikan , pembunuhan ( extra judicial killing ) , intimidasi dan teror , penahanan sewenang-wenang tanpa prosedur hukum , perkosaan , dan kerja paksa yang terjadi setelah peristiwa tragedi 1965. kekerasan tersebut kemudian di ikuti dengan pengusiran paksa dari tanah , diikuti perampasan tanah dan rumah tanpa ganti rugi oleh pt . plantagen ag yang kemudian menjadi pt . smart tbk pada sekitar 1968-1970. pada peristiwa di masa orde baru tersebut 6 desa dihilangkan , 3.00 tertawa tanah dirampas dan masyarakat diusir paksa dari rumah dan tanahnya . hal ini telah menyebabkan desa yang tersisa mengecil wilayahnya . hilangnya mata pencaharian , hancurnya subsistensi , keluarga yang terpisah , munculnya pekerja anak , hilangnya hak atas pendidikan dasar , serta stigma pki yang mengakar kuat adalah sedikit dari banyak dampak yang dialami korban dan keluarganya hingga tahun 200-an . traumatik akibat peristiwa tersebut masih mengakar kuat pada korban dan keluarga korban hingga kini upaya klaim hak yang didorong sejak 1998 dilumpuhkan oleh rezim reformasi . perlawanan dan gugatan ktphs ke berbagai lembaga pemerintah justru berbuah perpanjangan hgu pt . smart tbk pada 2004 , meskipun hgu tersebut baru mati pada tahun 2024 , namun langsung di perpanjang 2 kali menjadi tahun 2084. reklaiming masyarakat terhadap tanah tersebut dilakukan untuk kedua kalinya pada 2009 dengan menduduki 83 tertawa lahan selama hampir 7 tahun hingga kini . beragam bentuk kekerasan lanjutan dialami masyarakat selama masa reclaiming , stigma “ orang reformasi ” menyebabkan komunitas di ktphs dikucilkan , tidak memiliki akses terhadap layanan social dasar , mengalami beragam intimidasi dan teror dari perusahaan , kepolisian , maupun aparat pemerintah kabupaten . labura mulai dari tingkat kabupaten hingga desa . pada tahun 2012 , 60 orang petani ditangkap , 10 orang diantaranya dikriminalkan dan hanya dianggab sebagai criminal biasa , 1 orang anak tertembak tanpa pernah ada pengakuan dari pihak kepolisian . ktphs juga didiskriminasi berupa eksklusi ( tidak dilibatkan ) dari proses-proses pengambilan kebijakan pembangunan mulai dari tataran desa hingga kabupaten . dalam perjuangannya , jalan litigasi juga di tempuh oleh ktphs dan telah di kalahkan oleh peradilan dari pengadilan negeri labuhan batu hingga mahkamah agung meskipun hanya bersifat deklaratif . karena tidak bisa eksekusi , pt . smart tbk menggugat ulang , dan dimenangkan dengan putusan serta merta dengan tidak melihat lagi pokok perkara di tahun 2014. pengadilan labuhan batu memberikan 3 kali anmanning kepada ktphs untuk segera keluar hingga 31 januari 2015 dari lokasi reclaiming . saat ini kampung tersebut telah dideklarasikan menjadi kampung baru sidomukti oleh ktphs . kini masyarakat sedang berjuang di kasasi setelah pengadilan tinggi menguatkan putusan pengadilan negeri labuhan batu . putusan pengadilan yang ditenggarai cacat hukum karena hanya dengan gugatan perdata kepada perwakilan 2 orang masyarakat , pemerintah berupaya mengeksekusi keseluruhan tanah anggota ktphs . logo “ garuda emas ” dalam selembar surat kementrian koordinator pembangunan manusia dan kebudayaan dalam kerangka “ program peduli ” untuk skema korban pelanggaran ham berat menjadi begitu bermakna . dimana negara mulai hadir dan mengakui keberadaan komunitas untuk memastikan promosi , perlindungan , pemenuhan hak-hak azasi manusia komunitas ktphs yang telah menjadi korban sejak lebih 45 tahun tahun silam di labura , sumatera utara . komnas ham juga sudah memberikan rekomendasi tertulis bahwa hasil penyelidikannya menunjukkan telah terjadi indikasi pelanggaran ham berat di padang halaban dan merekomendasikan para pihak terkait untuk memenuhi hak-hak korban . namun ancaman eksekusi dari smart masih terus berlangsung hingga kini . merujuk pada un guiding principles on busines on human benar 17/4 tahun 2011 berisi tiga pilar sebagai berikut : 1. kewajiban negara melindungi ( state duty to protect ) ; 2. tanggung jawab koorporasi menghormati ( corporate responsibility to respect ) ; 3. akses pada remedy ( pemulihan ) yang efektif ( effective remedy ) . maka sangat penting mendorong negara melindungi hak-hak masyarakat korban , mendorong pt . smart tbk menghormati hak-hak korban , serta mendorong negara dan koorporaasi memberikan akses bagi pemulihan yang berkeadilan dan efektif bagi korban . bagi komunitas perkumpulan ktphs , pemulihan adalah diakuinya keberadaan dan dikembalikannya kampung baru sidomukti di lahan 83 tertawa yang saat ini sedang di duduki masyarakat korban . mengembalikan kampung baru sidomukti kepada pemangku haknya bukan hanya memulihkan hak-hak korban atas tanah dan rumahnya yang sudah di rampas paksa , tetapi juga merupakan bentuk pemulihan terhadap hak atas ekonomi , social dan budaya komunitas perkumpulan ktphs di kampung baru sidomukti , kecamatan . aek kuo , labuhan batu utara , sumatera utara . dukungan dari anda dan masyarakat luas sangat penting agar upaya ekskusi oleh pt . smart tbk dan pemerintah kabupaten . labuhanbatu utara bisa di hentikan , serta mendorong munculnya kebijakan yang lebih inklusif bagi korban pelanggaran ham berat ktphs . mohon ditindaklanjuti , terima kasih",Direktorat Jenderal Hak Asasi Manusia,  Penyalahgunaan Wewenang,Crime
kekerasan,"yang terhormat . kepolisian republik indonesia dengan ini saya mengadukan keresahan warga atas permasalahan yang sudah dialami sejak lebih dari 20 tahun lalu yaitu tawuran antar warga di kampung rawa sawah , cempaka putih , jakarta pusat . tindak kekerasan yang turun temurun mengakibatkan tawuran ini terus menerus terjadi di kawasan ini . hingga terakhir tadi sore terjadi tawuran yang berlangsung kurang lebih 2 jam dan menggunakan petasan , kaca , batu , dan sebagainya . dengan adanya tawuran pihak kepolisian setempat memang sudah melakukan tindakan peleraian dengan memberikan gas air mata untuk membubarkan massa dan mungkin sudah ada beberapa tindakan dalam usaha mencari titik permasalahannya . seringkali memang permasalahannya hanyalah hal-hal sepele baik adu perkataan maupun masalah perempuan . namun dinilai hal itu saja tidak cukup berhasil karena semenjak saya kecil tinggal di tempat tersebut hingga saat ini namun tawuran masih seringkali terjadi dan merugikan masyarakat setempat . dengan tidak adanya tindakan tegas dari pemerintah nantinya akan mengakibatkan generasi-generasi masa depan akan penuh dengan kekerasan . maka dari itu hal ini harus segera diberantas . beberapa pemikiran sederhana saya ialah mungkin ada baiknya daerah cempaka putih terutama kampung rawa sawah dapat direlokasikan untuk daerah yang tergolong semrawut sehingga bisa memisahkan kelompok-kelompok masyarakat yang biasa melakukan tawuran . dan tidak lupa memang dapat dilihat kebanyakan orang-orang yang tawuran baik bapak-bapak atau anak muda dan sudah terjerumus minuman keras dan obat-obatan juga . kiranya permasalahan yang sudah berlarut-larut ini dapat segera diselesaikan demi membangun generasi muda nantinya yang dapat berguna bagi bangsa . mohon ditindaklanjuti , terima kasih .",Kepolisian Negara Republik Indonesia,  Kepolisian,Crime
kekerasan,"yth.kepolisian ri , pada tanggal 29-08-2014 jam 21.30 wib telah terjadi tindak kekerasan di dalam bus kota m12 tujuan pasar senen . kejadian ini dilakukan oleh dua anak jalanan yang melakukan lenong betawi ( cerita si doel anak sekolahan . pelaku memakai jaket jeans ( levis ) berwarna biru muda dan bersepatu boots . pelaku melakukan kekerasan karena salah satu penumpang tidak memberikan uang . para pelaku naik dari lampu merah ciputra . demi keamanan masyarakat , tolong diberantas para preman dan anak jalanan yang berkedok pengamen . terima kasih .",Kepolisian Daerah Metro Jakarta Raya,"  Bidang Politik, Hukum, dan Keamanan",Crime
kekerasan,"kepada yang terhormat . pemerintah provinsi dki jakarta , mohon pemerintah provinsi dki jakarta dapat memerintahakan dinas pendidikan untuk melakukan investigasi kepada pelajar sekolah smk pembangunan jaya , yakapi , jakarta selatan . banyak peristiwa kekerasan pada pelajar di smk tersebut . mohon untuk ditertibkan . terima kasih",Dinas Pendidikan,  Pendidikan,Crime
kekerasan,"kepada yang terhormat . pemerintah provinsi dki jakarta , saya lapor bahwa di acara ldks smk pembangunan jaya yakapi tanggal 21-22 agustus 2014 , tradisi kekerasan dan orientasi yang sangat tidak manusiawi masih dijaga oleh oknum guru olahraga dan didukung oleh oknum wakil kepala sekolah yang juga hadir di acara tersebut . ada 2 siswa baru yang dipaksa memakan makanan ringan yang dijatuhkan ke tanah , lalu digosok dengan tanah dan diberi kotoran hidung oleh oknum guru olahraga dan pengurus osis pun ikut memaksa . akhirnya siswa-siswi baru tersebut terpaksa memakan makanan ringan yang sudah kotor dan disaksikan semua anak baru yang sudah sangat ketakutan dari semalam . ketika ada orang tua siswa yang telepon dan protes , oknum guru marah dan bertanya kepada anak-anak siapa yang telepon untuk lapor orang tua . karena tidak ada yang menngaku , oknum tersebut mengatakan sudah bisa mengira siapa siswa yang telah melapor , dan oknum mengancam akan melakukan sesuatu nanti di kelas setelah ldks berakhir . mohon untuk segera dilakukan pemeriksaan dan ditindaklanjuti masalah ini , terima kasih .",Dinas Pendidikan,  Pendidikan,Crime
kekerasan,"kepada yang terhormat . pemerintah provinsi dki jakarta , saya lapor bahwa di sama negeri 70 jakarta masih banyak tindakan bullying/penyiksaan terhadap murid-murid yang baru ( kelas 10 ) . mohon untuk segera dilakukan peninjauan dan segera ditindaklanjuti , terima kasih .",Dinas Pendidikan,  Pendidikan,Crime
kekerasan,"bandung kulon dan babakan ciparay , pak wali . soal wilayah sampah saling lempar tanggung jawab . warga mana yang suka didepan rumah ada sampah ? ? ? ? perlu diajak berkelahi atau perlu kekerasan ? saya bingung . apakah lapor ukp ini bisa secara positif membereskan masalah warga ? pak walikota yang terhormat . tolong , sampah dititik jalan sumber asih - cibuntu selatan . aparat tidak ada yang bisa mengatasi sampah , ditengah jalan pak . tolong dengan sangat pak walikota .",PD Kebersihan Kota Bandung,  Topik Lainnya,Crime
kekerasan,"bandung , 02 juli 2014 kepada yang terhormat : bapak walikota bapak . ridwan kamil dengan hormat , bapak ridwan , pada tanggal 18 maret 2014 saya sudah datang ke distarcip langsung untuk melaporkan perihal bangunan yang sedang dibangun yang mengganggu kami karena : saat ini mengakibatkan kebocoran pada bangunan kami ( dibangun menempel pada dinding bangunan rumah kami ) , dibangun sampai menghabiskan trotoar jalan sehingga tidak ada jalan abang pejalan kaki dan mengganggu lalu lintas jalan . bangunan tersebut berada di depan jalan . ciroyom no.65 . saat itu saya mendpt jawaban sdh didisposisikan ke satuan polisi pamong praja . tapi sampai saat ini bulan 02 juli 2014 belum ada tindakan sampai bangunan tersebut selesai dikerjakan . apakah tindakan yang harus saya lakukan , apakah harus dengan kekerasan tidak perlu lewat prosedur ? ? karena tidak mendapat tanggapan . terima kasih kasih pa , semoga bapak bisa menolong saya menyelesaikan masalah ini . hormat saya , ria napitupulu",Dinas Penataan Ruang Kota Bandung,  Reformasi Birokrasi dan Tata Kelola,Crime
